totM_list_TOV,totR_list_TOV
7.567515417142031e-07,0.0015406267053465262
1.945545196642498e-06,0.0018075939914423988
5.009120890435965e-06,0.002122957176093575
1.292089162217937e-05,0.00249734325186116
3.3408664616132835e-05,0.002944107763450326
8.664620455929893e-05,0.0034812017118088867
0.00022560817050070776,0.004134474538301692
0.0005905773290015532,0.004943562053021513
0.001558280766854186,0.005977108883592785
0.004170039462530675,0.007380733549704168
0.011529469435130491,0.009585547290118334
0.03446756131328988,0.013644053192407446
0.09435063061690828,0.017150673521557
0.18381785482140903,0.017543585030302726
0.2824583929110555,0.016634546342305486
0.38243777599468176,0.015416319613983112
0.48204579404062975,0.014172961484333804
0.5811948348947614,0.012984174397565844
0.6795934034733714,0.01186905821868771
0.7761806745000756,0.010828618203752477
0.8692663930781797,0.009859120544563001
0.9569546106934241,0.008956113392884223
1.0375583277477725,0.008115575724503835
1.1098666507039017,0.007334348163255019
1.1732434736948174,0.006609845765001293
1.2275973522326356,0.005939339977598587
1.273277914833833,0.005320820288940748
1.310945600768355,0.0047521325789140366
1.3414454121142418,0.004230979119397134
1.365700679568287,0.0037553493982838844
1.3846325033172624,0.0033229456874529686
1.3991044021717267,0.002931470258783066
1.4098886493741136,0.0025786253841528564
1.4176496521967559,0.0022618261194258553
1.422939705294317,0.00197863112847316
1.4262029771491416,0.0017267426831734497
1.4277843532146264,0.0015032886233750755
1.4279405725402414,0.001305827612949134
1.4268518498109921,0.0011322055317818881
1.4246328174529812,0.0009798374357368527
1.4213421305538203,0.0008465692047002901
1.4169904517964758,0.0007302467185584629
1.4115467925354832,0.0006291466812203809
1.40494335232011,0.0005412585805798892
1.3970790998113662,0.00046514633656116267
1.3878223966684102,0.00039937386908837637
1.3770130020169025,0.0003425050980857053
1.3644638246356409,0.0002935347675000718
1.3499628176942244,0.000251314013270816
1.333275448761281,0.00021512479536002526
