totM_list_TOV,totR_list_TOV
1.6851927868481844e-17,2.8721601660108566e-07
2.696076059606732e-17,2.8721601660108566e-07
4.313347442153207e-17,2.8721601660108566e-07
6.900754293144512e-17,2.8721601660108566e-07
1.1040241023847465e-16,2.8721601660108566e-07
1.7662836507514432e-16,2.8721601660108566e-07
2.8258055443441675e-16,2.8721601660108566e-07
4.520891095626691e-16,2.8721601660108566e-07
7.232788742559828e-16,2.8721601660108566e-07
1.1571442129301007e-15,2.8721601660108566e-07
1.851267492110401e-15,2.8721601660108566e-07
2.9617667127108434e-15,2.8721601660108566e-07
4.738408620986934e-15,2.8721601660108566e-07
7.580784725391607e-15,2.8721601660108566e-07
1.2128184987175196e-14,2.8721601660108566e-07
1.9403383028263114e-14,2.8721601660108566e-07
3.10426721502795e-14,2.8721601660108566e-07
4.966389046602635e-14,2.8721601660108566e-07
7.945520911593272e-14,2.8721601660108566e-07
1.2711711023119372e-13,2.8721601660108566e-07
2.0336941859312718e-13,2.8721601660108566e-07
3.2536233937590227e-13,2.8721601660108566e-07
5.205337779049411e-13,2.8721601660108566e-07
8.32780506309979e-13,2.8721601660108566e-07
1.3323311583095829e-12,2.8721601660108566e-07
2.131541626011821e-12,2.8721601660108566e-07
3.410165463223443e-12,2.8721601660108566e-07
5.455782960542213e-12,2.8721601660108566e-07
8.728481953680766e-12,2.8721601660108566e-07
1.3964337978665965e-11,2.8721601660108566e-07
2.2340967900442435e-11,2.8721601660108566e-07
3.5742392329124796e-11,2.8721601660108566e-07
5.7182778066004345e-11,2.8721601660108566e-07
9.14843661502582e-11,2.8721601660108566e-07
1.4636206095462074e-10,2.8721601660108566e-07
4.354486479577776e-10,4.3082402418358844e-07
7.452049805994302e-10,4.3082402418358844e-07
1.277464818273611e-09,4.3082402418358844e-07
2.1770079081566414e-09,4.3082402418358844e-07
3.6826908601103826e-09,4.3082402418358844e-07
6.184703383316416e-09,4.3082402418358844e-07
2.4188075512675203e-08,4.451848236493667e-06
1.268989994334102,0.004612689203551426
1.3857949580577444,0.0020912198064178423
1.3962858915839365,0.0012831375477510986
1.3922761371209065,0.0008839072866717409
1.3834034090201637,0.0006481029382212712
1.371653423388728,0.0004938679380776632
1.3574569657754563,0.0003858747163756211
1.340805413213933,0.00030703392021282707
