totM_list_TOV,totR_list_TOV
0.015338909014150033,0.05059137777522618
0.019384570429287755,0.046774564149698425
0.02448833960390051,0.04324424849929776
0.030920891596054552,0.039978746014879225
0.03901777825060404,0.03695737714335095
0.04919187880504504,0.03416118562771204
0.061946007349306234,0.031572794899045006
0.07788382158264598,0.02917554642847029
0.09771577244703257,0.026954217767184135
0.12225489949404988,0.024894591722435883
0.1523950086545334,0.022983169141512768
0.1890618944342429,0.021207456127755122
0.23312837779059348,0.019555820432548755
0.28528852325552057,0.018017491455324986
0.3458979549379865,0.01658256024356062
0.41480564016728777,0.015242410316800702
0.4912218839615436,0.0139891432346282
0.5736726629884592,0.012816440244709482
0.6600927492472695,0.011718844242756413
0.7480124880628506,0.010692190596549099
1.626951171658743e-12,5.744320317660912e-07
0.9182548752920043,0.00883720596260591
0.9961889826368615,0.008003561478589482
1.0672202356292022,0.007229227101704627
1.1304765947210942,0.006511617887814861
1.1856064994351208,0.005848723324814028
1.232707049484585,0.005238245684580809
1.2721950255862338,0.0046777436309863
6.982780741222485e-11,5.744320317660912e-07
4.712963239425919e-11,4.3082402418358844e-07
7.540075477545863e-11,4.3082402418358844e-07
1.368212288984811,0.00288810064049315
1.3806047588672063,0.0025417181262041536
1.3897572764066752,0.002230806789788035
1.3962261194237273,0.0019527816871083095
1.400472841095374,0.0017052014820360744
5.8534409363932994e-09,7.18040039348594e-07
1.4036913028061506,0.0012913232041833014
1.403154520866685,0.0011202860671525405
1.4013965749204729,0.0009700720912212426
1.3984992926499114,0.00083852715627567
1.394493669150167,0.0007236407502096677
1.3893662826325008,0.0006236895769322458
1.3830644003045038,0.0005369503403524141
1.3754999746851782,0.0004615561363716001
1.3665526269108976,0.00039650170893672633
1.3560720759407379,0.0003402073699643852
1.3438801576789068,0.00029152425539391677
3.5550243662933306e-07,4.3082402418358844e-07
1.3135234585166,0.00021368871528420024
